only code,lab_att,lab_score,hm_score,lab_att,lab_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_score,hm_score,lab_att,lab_att
6b5b6078cacb1954cb0a85e27513efe9,1,0,98,1,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,,0,100,1,10,100,1,10,65,1,10,58,,10,100,,1
6c2479ba2c3cf95b5b361150ee342bbe,,,,1,10,0,#N/A,0,1,0,100,0,0,64,1,10,100,1,10,100,1,0,0,1,10,95,1,0,100,1,0,90,1,10,100,1,1
6e334a81762f33b5ab4a6f84136473f6,1,0,100,1,0,1,10,100,,0,100,1,10,100,1,10,69,1,0,100,1,0,100,1,0,100,1,0,92,1,0,93,1,10,100,1,1
6e7f7aef481e78e76a7818b84a9e1aaf,1,10,100,1,10,1,10,95,1,10,86,1,10,100,1,10,100,1,10,100,,10,100,1,10,100,1,10,90,1,10,85,1,10,100,,1
6fdcd904b05c8628a9453cd34e63ba5b,1,0,100,1,10,1,10,95,1,10,90,1,10,100,1,10,100,1,10,100,1,10,100,1,10,93,1,10,82,1,0,13,1,10,100,1,1
6fe7fa536b33123a9ed9426e73d38d84,0,0,100,0,0,1,10,30,0,0,72.5,1,10,100,0,0,100,1,10,100,1,10,100,1,10,100,1,0,89,0,0,96,1,10,100,0,1
703bdfc69e02d3492b50faf9d2dc0d11,1,10,100,1,10,1,10,100,1,0,100,1,10,82,1,10,100,1,10,100,1,10,100,1,0,95,1,10,90,1,10,60,1,10,90,1,1
707a86c38f4ec32ed1a1fdba624c6985,1,0,100,1,0,1,0,100,,0,0,,0,100,,10,83,1,10,100,1,10,100,1,10,100,,0,89,,0,60,,0,100,,1
707dccd10c2af00458df65a914a00e99,1,0,10,1,0,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,48,1,10,83,1,10,100,1,1
7104ec7636e752ebe4c62bd20d47add4,1,10,100,1,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,70,1,10,65,1,10,100,1,
71a5d630f572642e142a4d50b0512c92,1,10,100,1,0,1,10,100,,0,27.5,,0,100,1,10,85,1,10,98,,0,55,,0,98,,0,0,,0,13,1,10,98,1,
7343c85428f415f61ba7d37127587995,1,10,100,1,0,1,10,100,1,0,5,1,0,95,1,0,84,1,10,100,1,0,100,1,10,100,1,10,88,1,0,90,1,10,75,1,
73d825d22345bced28336f3b57957df9,1,10,100,1,0,1,10,50,1,10,95,1,0,59,1,10,67,1,0,100,1,10,95,1,10,95,1,10,87,1,10,0,1,10,35,1,1
74049541db1d9df5d728eaccd1187e83,1,10,100,1,0,1,10,100,1,10,100,0,10,100,0,10,100,0,0,95,0,0,100,0,0,59,0,0,56,0,0,10,,0,100,0,
74b6c2dd2bfffad13e2a33f8766e8b5b,1,10,100,1,10,1,10,90,1,10,77.5,1,10,100,1,10,90,1,0,100,1,0,100,1,10,92,1,10,10,,0,35,1,0,100,1,
76445636314a1fb003996866bd8b0b06,1,0,40,0,0,1,10,100,1,0,95,1,0,64,1,0,0,0,10,100,1,0,0,0,0,69,0,0,7,0,0,58,1,10,100,0,1
766eaf61be2cbab4699541bf1b60fe01,1,10,100,1,0,1,10,100,,0,100,1,0,100,1,10,69,1,10,100,1,10,100,1,10,100,1,0,92,1,0,93,1,10,100,,1
76b64ef5dc86102159bd6ac14a681849,1,10,100,1,10,1,10,100,1,0,77.5,1,10,100,1,10,100,1,0,100,1,10,100,1,10,95,1,10,93,1,10,27,1,10,100,1,
7766dee465e368c2fafd946b9a003c29,1,0,100,,0,,0,0,1,10,100,1,0,0,1,10,0,1,0,0,,0,100,,0,0,,0,0,1,0,0,,0,0,1,1
7812c8153d9091b42d4a2b98bf943a91,1,10,95,1,0,1,10,92,1,0,95,1,10,64,1,10,63,1,0,100,1,10,80,1,10,90,1,10,16,1,10,61,1,10,100,1,1
79879e37502554047f07261cd23e6a09,0,0,100,0,0,0,0,30,1,0,100,0,10,59,1,10,100,1,0,10,0,0,100,0,0,26,0,0,1,1,10,20,1,10,10,1,1
7a1d986bfe908e6bd6ecd1690901b0f6,1,10,100,,0,1,0,100,,0,77.5,1,0,100,,0,100,1,0,100,,0,100,,0,100,,0,89,,0,50,,0,100,,1
7a40c0360a44d986a7d5bd1eb28ff8dc,1,10,100,1,10,1,10,100,1,0,77.5,1,0,100,1,10,100,1,0,100,1,10,100,1,10,95,1,10,70,1,10,95,1,10,100,1,1
7a4297561c7e11aaa7edc873ab020163,1,10,100,1,10,1,10,100,1,0,100,1,0,10,1,10,87,1,10,100,1,10,100,,0,100,1,0,88,,0,70,1,10,91,1,
7b3289e955adf4bb0563d6a43fe03f5b,1,10,100,1,10,1,10,100,1,10,100,1,10,93,1,10,100,1,10,100,1,10,100,1,10,100,1,0,44,1,10,95,1,10,100,1,1
7c662ad83361adce02a1c36d9fa19361,1,10,100,1,0,1,0,100,1,0,55,1,0,82,1,10,100,0,10,95,0,0,100,0,0,76,0,10,89,1,10,88,,10,100,0,
7d7a6260ac401c91f8f07976c4cad238,1,10,100,1,10,1,10,100,1,0,77.5,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,1
7d8abd9f2661a083a65f56ce34b4daf6,1,10,100,1,10,1,10,100,1,0,100,1,10,99,1,10,70,1,0,0,1,10,100,0,0,100,1,10,69,0,0,35,0,0,100,1,1
7e25dd81031048cf907492136226ec3e,1,10,100,1,10,1,10,30,1,0,75.5,0,10,100,1,10,100,0,10,95,1,10,100,1,10,76,1,0,78,1,10,35,1,10,100,1,1
7f9bbfb35972e666c30b0468f41a496e,1,10,100,1,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,,0,85,1,0,66,1,10,30,1,0,100,1,
801be693054614cb28dc8f2c1ba6aa89,1,0,100,1,0,1,0,100,,0,100,1,10,100,1,10,95,,0,95,1,10,100,,0,72,1,10,53,,0,35,,0,100,,1
814c9b5936a110bee12a429479457d3d,1,10,100,1,10,1,10,100,0,0,100,1,10,100,0,0,100,1,10,100,0,0,100,0,0,0,0,0,41,0,0,25,1,10,96,1,
8471c043a21443a3432e7df9c770da88,1,10,100,1,10,1,10,100,1,0,100,1,0,100,1,10,100,1,10,100,1,10,100,1,10,99,1,0,77,1,10,40,1,10,100,1,1
85e6eaba5c395250fda9100051eabcc2,1,10,100,1,10,1,10,20,1,0,90,1,10,10,1,10,50,1,10,100,1,10,100,1,0,89,1,10,100,1,10,55,1,10,100,1,1
85f85f6003e250225027aed9d874fa2c,1,0,100,1,0,,0,100,1,10,100,1,10,100,1,10,59,,0,96,1,10,70,1,10,0,1,10,84,1,10,60,,0,100,1,1
868a213b40baaa992dc8a8d66d5e3031,1,10,100,1,10,1,10,100,,0,90,1,10,100,,10,100,1,10,100,1,10,100,1,10,85,,0,87,,10,14,,10,96,,1
87101c10e26f87ecab56d2681660114a,1,0,100,,0,1,10,100,1,10,100,1,10,100,,10,64,1,0,27,1,10,100,1,10,32,1,0,79,1,0,55,1,10,100,1,
875f31681b9ecfbd419a5cfa4a7b0456,1,10,100,1,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,45,1,10,100,1,1
87dd511e70d1e5c439471a550e99574d,1,10,100,,0,1,10,100,1,10,77.5,,0,100,,0,100,,0,100,,0,100,,0,86,,0,70,,0,41,,0,100,,1
888800506e2c1ba95e7f44b31e14f421,1,0,100,1,0,1,10,100,,0,95,,0,100,1,0,60,1,10,10,,0,94,,0,0,,0,0,,0,0,1,0,0,1,1
88b0cbc2209bab0b42831b957dc96ce9,1,10,100,1,0,1,10,95,1,0,100,1,0,100,1,10,85,1,10,100,,0,100,1,10,97,,0,99,,0,90,1,10,8,1,1
89e7a8a9476833f5299d639dc8faae77,1,10,100,1,0,,10,100,,0,100,1,10,100,1,10,100,1,10,100,,0,100,,0,90,1,0,74,,0,85,1,10,100,1,1
8a019f18c7243b241ce752ed6103d7c0,1,10,100,1,0,1,10,100,1,0,95,1,10,100,,0,74,1,10,100,,0,100,1,10,100,1,0,98,1,10,100,1,0,100,1,1
8d64e94410cfc0e64d59d39c330cad39,1,10,100,1,0,1,10,100,1,10,100,1,10,97,1,10,100,1,10,100,1,10,100,1,10,100,1,10,70,1,10,65,1,10,100,1,
8e16aff8957faaebc34e01ea4a9a8789,1,10,100,1,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,96,1,10,100,1,10,100,1,1
8e306f04714d60aa23a24d64d8c5b851,1,10,90,1,10,1,10,100,1,10,100,1,10,100,1,10,84,1,10,90,1,10,95,1,10,89,1,10,41,1,10,65,1,10,95,1,1
8eda37809ae6cb60ab6acc8179b67177,1,10,100,1,10,1,10,90,,0,100,1,10,100,1,10,100,1,10,100,1,10,100,,10,100,,0,76,,0,89,1,10,100,1,1
8f5c39e437ce5d44755e25d231550e2b,1,0,100,1,0,1,0,0,1,10,100,1,0,100,,10,64,1,10,64,,0,100,1,10,90,1,0,74,1,10,0,1,10,100,1,
8f677a438f07bdc71845901ca32d911d,1,10,100,1,10,1,10,100,1,0,77.5,1,10,100,1,10,95,1,10,100,1,10,100,1,0,100,1,10,0,1,10,100,1,10,100,1,1
9072a77eb4d498f4544feb84a19a2298,1,10,100,1,10,1,10,100,1,0,95,1,10,95,1,10,0,1,0,100,1,10,100,1,10,86,1,10,59,1,10,40,1,10,100,1,
9131b9e4148619c93055ed4c059320b0,1,10,100,1,0,1,10,100,1,10,32.5,,10,100,1,10,100,1,10,100,,0,60,,0,100,1,10,16,1,10,65,1,10,100,1,1
9155e0eec16d85d7067c19763dfbd3fb,1,10,100,1,10,1,10,90,1,10,5,1,10,95,1,10,100,1,10,77,1,10,100,1,10,100,1,10,37,1,10,20,1,10,30,1,1
92d0b5ccc9193c7cc02e27814a04ca47,1,10,100,1,0,0,0,100,1,0,100,0,0,59,1,10,100,1,10,100,1,0,100,1,10,0,0,0,100,1,10,90,1,10,100,1,1
9367d107e189b3b21be24d035bf037fc,1,10,100,1,10,1,0,100,1,10,100,1,10,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,82,1,10,73,1,10,100,1,
9424dd5e3f9850870b2244c009e08195,1,0,100,1,10,1,10,100,,0,77.5,1,10,90,1,10,100,1,10,100,1,10,100,1,10,95,1,0,70,1,10,95,1,10,100,1,1
9739926ce5a21b87d3f65bdf1165728f,1,10,100,1,0,1,10,100,1,0,45,1,0,77,1,0,85,1,0,10,1,10,100,1,0,69,1,0,31,1,10,8,1,10,100,1,
997be113ad95b7225ca8c39d09541b24,1,10,100,1,10,1,10,100,1,0,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,,10,100,1,10,95,1,10,100,1,1
9bae0e7604219825d32b153efb740777,1,10,100,1,10,1,10,100,1,10,100,1,10,98,1,10,100,1,10,100,1,10,100,1,10,90,1,10,64,1,10,55,1,10,100,1,
9c17a9f0118e08a6d6bee850b2221480,1,0,10,,0,,0,0,,0,0,,0,0,,0,10,,0,0,,0,0,,0,16,,0,1,,0,0,,0,0,,1
9c18375c921a7f216b3c975482d170dd,1,0,98,1,0,1,10,90,1,10,95,1,10,100,1,10,100,1,10,100,1,10,100,1,0,82,1,10,71,,10,55,1,10,100,1,1
9c5c481c2fe85b30a231e7ccc51847c5,1,0,40,1,10,1,10,100,,10,80,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,90,1,10,45,1,10,100,,1
9d5b717f7d6379e7b11e384b54778f08,1,10,100,1,10,1,0,100,1,10,100,1,10,97,1,10,100,1,0,100,1,10,100,1,10,100,1,10,92,1,10,22,1,10,100,1,
9e3ba5ca4ca3c7b36a40dc4c43650ded,1,0,100,1,0,,10,100,,0,100,1,10,100,1,10,51,1,0,100,1,10,100,1,10,98,1,10,49,1,0,33,1,10,100,1,
9f09848f4f1b871be3c91c614fc46b76,1,10,100,1,10,0,0,100,1,0,100,1,10,100,1,10,100,1,10,100,1,10,100,0,0,100,0,0,100,1,10,60,,0,100,0,1
9f5c32b83498bf64291705e666f33029,1,10,100,1,10,1,10,100,,0,95,1,10,100,1,10,100,,0,100,1,10,100,1,10,95,1,10,84,1,10,45,1,10,94,1,1
9f732ac42bffee1cfcbebc7c218df1fc,1,10,100,1,0,,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,0,100,1,10,90,1,0,65,1,10,100,1,1
9fb8169bed339eca8945e7b1f5938e12,1,0,100,1,0,1,10,100,1,10,95,1,10,90,1,10,90,1,10,70,1,10,95,1,10,0,,0,93,1,10,100,1,10,96,1,
a14b6b21a1c6fd6197668ba48fac5d18,1,10,100,1,10,1,10,100,1,10,100,1,10,100,1,10,64,1,10,100,1,10,100,1,0,100,1,10,53,1,10,65,1,10,100,1,1
a2896e217a0b423da2718be2fe572f6d,0,0,10,1,0,0,0,0,0,0,100,0,0,98,1,0,90,1,10,100,1,0,100,1,0,96,1,0,1,0,0,0,0,0,10,0,1
a50f8c5773f3127b26951959d9c7e629,1,10,100,1,10,1,10,100,1,0,95,1,10,95,1,0,79,1,10,100,1,10,100,1,10,88,1,0,59,,0,5,,0,100,,1
a63924aea2cc3d21a961aa2e1446df02,1,10,100,1,0,1,10,25,1,0,67.5,1,0,95,1,10,74,1,0,5,1,10,100,1,10,73,1,10,21,1,10,0,1,10,100,0,1
a6b61e8c4b5c7d34b6c9fb676da3cd30,1,10,100,,10,,0,100,,0,80,,0,95,,0,100,,0,100,,0,100,,0,91,,0,72,,0,69,,0,100,,1
a7d7b81937a2c2096cb1482f2af83cab,,0,0,,0,1,0,0,,0,0,1,0,0,1,0,0,1,10,0,,0,0,1,0,0,1,0,0,,0,0,,0,0,,1
a94a8f3c0781d8f0dd10be9d4495df75,1,10,100,1,0,1,10,90,1,10,100,1,10,5,1,0,45,1,10,100,1,10,100,1,10,66,1,0,90,1,10,45,1,10,100,1,1
a96a0c73c73818676e063c92d62e1229,1,0,0,1,0,1,0,0,1,0,32.5,,0,0,1,0,100,,0,100,,0,100,,0,100,,0,70,,0,85,,0,100,,1
a98fb950d723c5065a7b6a4829c55259,,0,100,1,10,1,10,90,1,0,27.5,1,10,82,,0,100,,0,100,1,0,100,,0,100,1,0,48,,0,40,1,0,100,1,1
aa8f26aa8d153d98d848ae48711ce10a,1,0,100,1,0,1,0,100,1,0,77.5,,0,10,1,10,10,1,10,100,1,10,100,,0,100,1,10,76,1,10,58,1,10,100,1,1
aaabaedc7aae93eef5d75910c2c23209,1,0,40,1,0,1,0,30,1,10,100,1,0,18,1,0,54,1,10,38,1,10,100,1,0,0,1,10,0,1,10,0,1,10,0,1,
ada11b15de1099c7c9c462f4c287c474,1,10,100,1,10,1,10,100,1,10,77.5,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,80,1,10,85,1,10,100,1,1
ae3d712adfa24640731b1d508419c40e,1,10,100,1,10,1,10,100,1,0,95,1,10,95,1,10,79,1,10,100,,0,100,1,10,88,,0,59,1,0,35,,0,100,1,1
af186959360b9b9eafb2fa20abd514f8,1,10,100,1,0,1,0,95,1,0,77.5,1,0,100,1,10,100,1,10,95,1,10,100,1,10,66,1,10,100,1,10,85,1,10,100,1,
afa2a7d2ed6f45398dc50104b25141bf,1,10,100,1,10,1,10,100,1,10,90,1,10,95,1,0,92,1,0,100,1,10,100,1,10,86,1,0,22,1,10,70,1,10,80,1,
afe3b9d6e6806cb459966197b9bf7cfc,,10,100,1,10,1,10,100,1,0,100,1,10,100,1,10,100,1,10,100,,0,100,,10,99,1,0,76,1,10,0,1,0,92,1,1
b0ce561e60cfd4f6f3650cc0cdce0999,1,10,100,1,0,1,0,0,,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,
b0d35e6aa4e47842f6199945c28a37f3,1,10,100,1,0,1,0,100,1,0,77.5,1,0,100,1,0,100,,0,100,,0,100,,0,0,,0,80,,0,46,,0,100,,1
b0e33c317c327f43ede4203ff9abbca8,1,0,100,1,10,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,,10,100,1,10,55,1,10,90,1,10,100,1,1
b278413431771a15e3a9cc66b59ee326,1,10,100,1,0,1,10,95,1,10,95,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,0,1,10,100,1,1
b62c675701f8651145fc2df5cdd3eb54,1,10,100,1,10,1,10,85,1,10,90,1,10,82,1,10,100,0,0,37,1,0,100,1,10,11,1,10,66,1,10,8,1,10,100,1,
b9755dedad8d71e49639873cec854240,1,10,100,1,10,1,10,100,1,10,100,1,10,100,1,10,90,1,10,100,1,10,100,1,10,95,1,10,100,1,10,70,1,10,100,1,1
bab4b59b55c2738a49128c48738be36a,1,10,100,1,10,1,10,100,1,10,100,,10,100,1,10,100,1,0,100,,0,100,,0,100,,0,98,,0,55,,0,100,,1
bab9471cf7f83fdc869ffa881e18c763,1,10,98,1,10,1,10,100,1,10,95,,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,70,1,10,100,1,1
bb74ef3230332e3ae877131aff044213,1,10,100,1,0,1,10,100,,0,100,1,10,64,1,10,100,,10,100,,10,100,,10,95,,0,92,,0,0,,0,100,,
bbaf9588a519d2717898261b79c7850b,1,10,100,1,10,1,10,95,1,10,95,1,10,95,1,9,100,1,10,86,1,0,100,1,10,78,1,10,88,1,10,45,1,10,92,1,
bbfcba72ba3699a2fdda942b0f82dd90,1,0,100,1,0,,0,100,1,10,72.5,1,0,100,1,10,100,1,10,100,1,10,100,,0,9,1,10,84,1,10,13,1,10,100,1,
bd2a5b8845a53d3568089d0d081cc229,1,10,100,1,10,1,10,100,1,0,100,1,10,100,1,10,100,1,10,100,0,0,100,0,0,100,0,0,84,0,0,45,1,10,96,1,1
be3ef3b0f67db0e3d0689f29b8b018c7,1,10,100,1,10,1,10,100,1,0,100,,10,95,1,10,78,,10,100,1,10,100,1,10,95,,0,89,,0,60,1,10,100,1,1
be51a034a4413708a8b4d2a81a941f2e,1,0,100,,10,,0,90,,0,100,,0,100,,0,100,,0,100,,0,96,,0,79,,0,100,,0,65,1,0,100,1,1
bf02fbbf7881a13bb8f07b6beba83d38,1,10,100,1,10,1,0,10,,0,77.5,,0,100,1,0,99,1,10,100,1,10,100,1,10,100,1,0,66,,0,0,1,10,100,1,1
bff0e462acd17336057a5e6192d5f9b7,1,0,98,1,0,1,10,90,1,10,100,1,10,100,,0,64,1,10,100,1,10,100,1,10,84,1,10,59,1,10,10,1,10,98,,1
c047e2c225a3dd03e5bba52bd9da9fb0,1,10,100,,0,,0,0,1,0,100,1,10,82,,0,69,,0,100,,0,100,,0,100,,0,88,1,10,95,1,10,100,1,1
c088cf9f789272d9d24c48ddda4efe90,1,0,100,1,10,1,10,90,1,10,77.5,1,10,100,1,10,90,1,10,100,1,10,100,1,10,92,1,10,67,1,10,35,1,0,100,1,
c0a0fad363dc6dd2a4bdc95163e83d8f,1,10,100,1,10,1,10,100,1,10,67.5,1,10,100,1,10,100,1,10,100,1,10,100,1,10,26,1,10,100,1,10,100,1,10,100,1,
c1d6a63a8d85277a5abdff725a77bd4b,1,0,100,,0,1,0,100,1,0,32.5,,0,18,1,0,95,1,0,100,1,10,100,1,0,100,1,0,100,1,0,5,,0,0,1,
c35d6c9ee2aafeb9c6ad3a450caed2df,1,10,100,1,10,1,10,100,1,10,90,1,10,90,1,10,90,1,10,95,1,10,95,1,0,80,1,10,53,,10,50,1,0,90,1,
c3b18c28642aab0303fcbe3127b2929d,1,10,100,1,10,1,10,95,1,10,77.5,,10,95,,10,100,,10,100,1,0,100,,10,95,,0,85,1,10,95,,10,95,1,
c3e0645bdd80c634d542d33263b3049f,1,10,100,1,10,1,10,100,1,10,77.5,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,88,1,10,70,1,10,100,1,
c459fd2c0638668b05a3346f198a6b09,1,10,100,1,0,1,10,100,1,0,77.5,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,89,1,10,50,1,10,100,1,
c484610f9221d053860a9eacdcba9044,1,10,100,1,10,0,0,100,1,10,100,1,0,100,1,10,100,1,0,0,1,10,100,1,10,26,1,10,76,1,10,75,1,10,100,1,
c651e4193cd7a1484d30389cd745b62c,1,10,100,1,0,1,0,95,1,0,100,1,10,82,1,10,100,1,0,100,1,10,100,,0,87,1,10,76,,0,58,1,10,100,1,
c7eca6de01bc362b5d25f068c315c1e3,1,10,100,1,10,1,0,100,1,0,72.5,1,10,100,1,10,95,1,0,32,1,10,100,1,0,85,1,10,79,1,10,20,1,10,10,1,
c8a86fcb3cd1ac28110bd6f5c34cd99e,1,10,100,1,10,1,10,100,1,10,100,1,10,79,,10,69,1,10,100,1,10,94,1,0,84,1,0,94,1,0,95,1,10,100,1,
c906067bf108039301063a9e3c5b9abe,1,10,100,1,0,1,10,100,,10,100,1,10,100,1,10,100,1,10,37,1,10,100,1,10,67,1,0,83,1,10,70,1,10,0,1,
c99fac900e863c264f7d5db76ba96e29,1,10,100,1,10,1,10,90,,0,27.5,1,10,82,1,0,100,,0,100,,0,100,1,0,100,,0,48,1,10,40,1,0,100,,
c9d28ee466560041d076edc2268b231b,1,10,100,1,10,1,0,100,1,0,77.5,1,10,5,1,0,99,1,10,100,1,10,100,1,10,96,0,0,47,1,0,45,1,0,100,0,
ca719da8fd33246bf7d49e5f70c93029,0,10,100,0,10,0,0,100,1,0,100,1,10,100,1,10,80,1,10,100,1,10,100,1,10,100,0,0,64,1,10,39,1,10,100,1,
cae3a5cca782a1a932860c50be8435d2,1,0,10,1,10,1,10,100,,0,90,,10,,,10,10,1,0,100,1,10,100,,10,26,,0,4,1,10,2,1,10,0,1,
cbc106c1615c24f8915e72ce87ebbbee,1,10,100,,0,1,10,100,1,0,100,1,0,0,1,10,90,,0,100,1,0,100,,0,16,,0,1,1,0,0,,0,0,,
ccdf8619dea53b16fbf38f1fd8cf87e8,1,0,100,1,0,1,0,100,1,10,32.5,1,10,100,1,10,100,1,10,100,1,10,100,1,10,88,1,10,16,1,10,50,,10,100,1,
ced3d0dffa7a4abdae6b3007ca8a72c4,1,0,100,1,10,1,10,100,1,0,77.5,1,0,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,76,1,10,83,1,10,100,1,
cee31651373507c7f9a97ec49ac4e662,1,10,100,1,0,1,10,100,1,10,100,1,10,100,1,10,69,1,0,100,1,10,100,1,10,92,1,0,49,,0,33,1,10,100,1,
d0f9fef78fc208c9a742385190823c4b,1,0,40,,0,1,10,50,1,10,0,,0,59,1,10,68,1,10,100,1,10,100,1,10,100,1,0,100,1,10,65,1,10,100,1,
d27876a0b6f1e2dbe013c4434b20815f,1,10,100,1,10,1,10,100,1,0,100,1,10,10,1,0,100,1,10,94,1,10,100,1,10,100,1,10,82,1,10,24,1,10,100,1,
d47c12ef32f70dab6e33601c9e0b797e,1,10,100,1,10,1,10,100,1,0,77.5,1,10,100,1,10,61,1,10,100,1,10,100,1,10,100,1,0,100,1,10,90,1,10,100,1,
d5a0bdfd4afd4ea07bf350d3bed0fbf7,1,10,100,1,10,1,10,20,1,0,90,1,10,64,1,0,50,1,10,100,1,10,100,1,0,89,1,10,100,1,10,55,1,10,100,1,
d5f8bd3aded8099302b45e7553526fd8,1,10,100,1,10,1,10,100,,0,100,1,10,100,1,10,61,,0,100,1,10,100,1,10,100,1,0,76,1,10,95,1,10,100,1,
d770193dfa6420ce72f70bdaad9e6222,1,10,100,1,10,1,10,95,1,10,90,1,10,100,1,10,99,1,10,100,1,10,100,1,10,100,1,0,84,1,10,100,1,10,100,1,
d7e3a76e2cffec8052fba07d37d28d57,1,10,100,1,10,1,10,10,1,0,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,100,1,10,90,1,10,70,1,10,100,1,
d7fd73534c0e12d967310ef3f4c1b9f0,,0,100,,0,,0,80,,0,100,,0,98,,0,10,,0,0,,0,0,,0,26,,0,1,,0,0,,0,0,,
d863ab72ea13e673f79189acf72ee831,1,10,100,1,10,1,10,75,1,10,32.5,,10,0,,10,78,1,10,5,,10,100,,10,0,,10,21,1,10,19,1,10,10,1,
d9155087d3181d3439c7f6a6558d4f5d,1,10,100,,0,1,0,100,,0,77.5,1,0,100,,0,100,,0,100,,0,0,,0,91,,0,70,,0,6,,0,100,,
dadb07b8203b761d7a326b8c37fb118d,1,10,100,1,10,1,10,90,1,10,100,1,10,100,1,10,76,1,0,100,1,10,100,1,0,57,1,0,100,1,10,100,1,10,100,1,
db871cf3595ef6175e4bbd672061a491,1,10,98,1,10,1,10,100,1,0,77.5,1,10,100,1,10,85,1,10,100,1,10,100,1,10,0,1,10,84,1,10,45,1,10,96,1,
dbcaf870dd8b7bac844028a4aef6cfde,1,10,100,1,10,1,10,100,1,0,100,1,10,100,1,10,100,1,0,100,1,10,100,1,10,100,1,10,76,1,10,41,1,10,100,1,
dc7843a559fc28d16ef6ffabbb1c03b6,1,10,100,1,10,1,0,100,1,0,96,1,10,95,1,10,0,1,0,100,1,10,0,1,10,100,1,0,77,1,10,100,1,10,100,1,
ddcacf622b2295fddb42c0fbc7645870,1,10,100,1,10,1,10,95,1,10,77.5,1,10,100,1,10,100,1,10,100,1,0,100,1,10,66,1,10,74,1,10,85,1,10,95,1,
ddce701caf84546f69a6ff63c4e830a7,1,0,10,,0,1,10,34,1,10,95,1,10,100,1,10,57,1,10,100,1,10,100,1,10,61,1,10,76,1,10,0,1,10,100,1,
ddeb4dbbf2c3ae979d9b0c87ef1b5b8d,1,0,100,1,0,1,10,90,,0,27.5,1,10,64,1,0,100,,0,100,,0,100,1,10,100,,0,50,1,10,40,,0,100,,
ddfed60884867a782daf23f9f9669ccc,1,10,100,1,10,1,10,100,1,0,77.5,1,10,95,1,10,100,1,10,100,1,10,100,1,10,100,2,0,95,1,10,65,1,10,0,1,
dee344f18062a34d0df1c9d262be5bdc,1,0,100,1,10,1,10,100,1,0,95,0,0,93,1,10,45,0,10,95,0,10,70,1,0,45,0,10,93,0,10,56,,0,100,0,
df906df969341b64dd30340085d3d6fc,1,0,100,1,10,1,10,100,1,10,57,1,10,95,1,10,100,1,10,100,1,10,100,1,10,100,1,0,100,1,10,100,1,10,100,1,
e082c0373ca8a0863bb9e8b6006ee0bf,1,10,70,,0,,0,20,,0,95,1,0,100,,0,80,1,0,94,,0,100,1,0,0,,0,6,,0,0,,0,78,1,
e36c3a807db2fa04376da67db2a2f05e,1,0,,,0,,0,0,1,10,100,1,10,0,1,0,10,1,0,5,1,10,100,,0,21,1,0,78,1,10,50,1,10,100,1,
e439c8e96ac54480a5cdc6a39a904ca7,1,10,100,1,10,1,10,95,1,10,95,1,10,100,,0,100,,0,100,1,0,100,1,0,0,1,0,88,,0,0,,0,98,,
e56e53eaf8bbe22f62ea674f17763059,1,0,100,1,0,1,10,95,1,0,100,1,10,95,1,10,64,1,10,100,1,10,100,1,10,100,1,0,92,1,10,65,1,10,75,1,
e6a1623bd3194b13bf2d82459bff1cf0,1,10,100,1,10,1,10,100,1,0,90,,10,100,,10,5,1,10,57,1,10,100,1,0,100,1,10,67,1,10,76,1,10,100,1,
e7cf4afecfc68f3ad4c2f600135c323f,1,0,100,1,0,1,10,10,1,0,22.5,1,10,90,1,0,95,1,10,95,1,10,95,1,10,79,1,10,95,1,10,15,,0,90,,
